City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
326,oum hadjer,13.2954,19.6966,96.37,11.0,4.0,7.23,TD,1717444281.0
327,gobabis,-22.45,18.9667,41.13,34.0,0.0,4.97,NA,1717444281.0
328,nouadhibou,20.931,-17.0347,71.58,73.0,6.0,19.57,MR,1717444281.0
329,hohhot,40.8106,111.6522,66.49,55.0,40.0,4.47,CN,1717444281.0
330,an nuhud,12.7,28.4333,87.48,12.0,14.0,6.44,SD,1717444274.0
331,poronaysk,49.2167,143.1167,42.04,87.0,100.0,3.27,RU,1717444281.0
332,mantua,45.1667,10.7833,69.04,80.0,81.0,4.79,IT,1717444281.0
333,ofunato,39.0717,141.7167,57.58,94.0,100.0,12.33,JP,1717444282.0
334,timbuktu,16.7735,-3.0074,96.33,25.0,100.0,8.43,ML,1717444282.0
335,ambon,-3.6954,128.1814,79.88,16.0,40.0,2.3,ID,1717444282.0
336,howrah,22.5892,88.3103,86.0,89.0,75.0,9.22,IN,1717444282.0
337,yangor,,,,,,,,
338,vingt cinq,,,,,,,,
339,dolyna,48.9733,24.0094,58.21,86.0,66.0,4.56,UA,1717444282.0
340,gustavsberg,59.3268,18.3898,67.89,77.0,100.0,10.07,SE,1717444282.0
341,cururupu,-1.8283,-44.8683,80.98,79.0,100.0,3.24,BR,1717444283.0
342,tortoli,39.9256,9.6572,67.82,88.0,20.0,2.3,IT,1717444283.0
343,qurayyat,31.3318,37.3428,91.58,8.0,0.0,0.0,SA,1717444283.0
344,juquitiba,-23.9317,-47.0683,74.37,64.0,1.0,4.25,BR,1717444283.0
345,santa terezinha,-29.9002,-50.0904,53.53,87.0,100.0,11.21,BR,1717444283.0
346,lazaro cardenas,17.9583,-102.2,86.16,54.0,1.0,12.59,MX,1717444283.0
347,remire-montjoly,4.9167,-52.2667,87.84,74.0,75.0,11.5,GF,1717444283.0
348,qui nhon,13.7667,109.2333,80.06,81.0,100.0,5.28,VN,1717444283.0
349,motueka,-41.1333,173.0167,42.1,81.0,87.0,4.63,NZ,1717444283.0
350,vadso,70.0744,29.7487,56.28,87.0,20.0,3.44,NO,1717444283.0
351,macapa,0.0389,-51.0664,82.38,89.0,75.0,9.22,BR,1717444267.0
352,dudinka,69.4058,86.1778,19.67,95.0,40.0,3.0,RU,1717444122.0
353,tangalle,6.024,80.7911,78.57,91.0,24.0,8.55,LK,1717444284.0
354,cable beach,,,,,,,,
355,council bluffs,41.2619,-95.8608,87.75,53.0,75.0,6.91,US,1717444249.0
356,sisimiut,66.9395,-53.6735,39.63,64.0,53.0,5.86,GL,1717444284.0
357,nguigmi,14.2495,13.1092,89.24,47.0,0.0,10.87,NE,1717444284.0
358,weno,7.4515,151.8468,83.35,79.0,100.0,15.14,FM,1717444284.0
359,alpine,32.835,-116.7664,80.96,57.0,0.0,9.22,US,1717444178.0
360,mbaiki,3.8678,17.9892,75.16,77.0,15.0,0.92,CF,1717444285.0
361,hobyo,5.3505,48.5268,80.22,83.0,77.0,26.04,SO,1717444285.0
362,atafu village,-8.5421,-172.5159,83.93,75.0,100.0,11.95,TK,1717444285.0
363,taksimo,56.3444,114.8794,55.56,85.0,74.0,3.36,RU,1717444285.0
364,rongelap,11.1635,166.8941,81.93,83.0,100.0,19.08,MH,1717444285.0
365,port moresby,-9.4431,147.1797,74.62,94.0,75.0,4.61,PG,1717444285.0
366,netrakona,24.8833,90.7167,75.45,91.0,100.0,9.19,BD,1717444285.0
367,pangody,65.85,74.4859,21.15,97.0,47.0,6.69,RU,1717444285.0
368,kiffa,16.6166,-11.4045,99.19,13.0,2.0,11.07,MR,1717444285.0
369,banff,51.1762,-115.5698,59.38,41.0,100.0,8.05,CA,1717444285.0
370,cidade velha,14.9167,-23.6167,77.47,65.0,75.0,18.41,CV,1717444286.0
371,yaren,-0.5472,166.916,82.6,68.0,8.0,6.85,NR,1717444286.0
372,singkawang,0.9,109.0,75.96,92.0,99.0,3.51,ID,1717444286.0
373,singleton,-32.5667,151.1833,50.99,86.0,100.0,10.0,AU,1717444286.0
374,buka,40.8108,69.1986,71.73,43.0,53.0,4.09,UZ,1717444286.0
375,barcelos,41.5388,-8.6151,73.54,72.0,0.0,2.93,PT,1717444233.0
376,colonia,50.9333,6.95,61.83,75.0,100.0,1.14,DE,1717444213.0
377,walvis bay,-22.9575,14.5053,56.08,76.0,0.0,6.91,NA,1717444286.0
378,itapirapua,-15.8233,-50.6133,88.74,25.0,51.0,7.72,BR,1717444286.0
379,burang,30.25,81.1667,39.63,69.0,81.0,4.83,CN,1717444287.0
380,santa elena de uairen,4.6167,-61.1333,73.69,79.0,100.0,7.7,VE,1717444287.0
381,karatuzskoye,53.6072,92.8667,52.38,86.0,88.0,7.0,RU,1717444287.0
382,port hedland,-20.3167,118.5667,55.45,71.0,0.0,6.91,AU,1717444055.0
383,nikel,69.4128,30.222,55.58,73.0,97.0,9.82,RU,1717444287.0
384,mafeteng,-29.823,27.2374,35.6,69.0,93.0,11.07,LS,1717444287.0
385,lobito,-12.3481,13.5456,71.42,77.0,100.0,5.79,AO,1717444287.0
386,plesetsk,62.708,40.2916,61.43,94.0,100.0,2.68,RU,1717444287.0
387,puerto baquerizo moreno,-0.9,-89.6,79.79,69.0,40.0,14.97,EC,1717444208.0
388,gaalkacyo,6.7697,47.4308,87.84,43.0,93.0,18.99,SO,1717444288.0
389,peniche,39.3558,-9.3811,68.11,85.0,0.0,6.11,PT,1717444288.0
390,san luis,-33.295,-66.3356,56.19,33.0,98.0,7.92,AR,1717444269.0
391,constantia,44.1833,28.65,74.08,84.0,100.0,6.73,RO,1717444288.0
392,palmares do sul,-30.2578,-50.5097,54.45,82.0,100.0,8.01,BR,1717444288.0
393,aldinga beach,-35.2793,138.4604,52.65,66.0,100.0,6.96,AU,1717444288.0
394,yetkul',54.8221,61.588,59.7,92.0,100.0,5.73,RU,1717444288.0
395,valentin gomez farias,28.2167,-106.5833,92.88,4.0,96.0,9.86,MX,1717444288.0
396,galveston,29.3669,-94.9669,92.08,75.0,75.0,17.27,US,1717444251.0
397,viveiro,43.6623,-7.5934,63.09,93.0,20.0,14.29,ES,1717444288.0
398,ceerigaabo,10.6162,47.368,72.82,47.0,44.0,7.36,SO,1717444289.0
399,selfoss,63.9331,-20.9971,40.05,44.0,100.0,16.96,IS,1717444289.0
400,zaragoza,41.6561,-0.8773,77.02,38.0,0.0,16.11,ES,1717443724.0
401,holualoa,19.6228,-155.9522,78.64,82.0,20.0,8.05,US,1717444289.0
402,supia,5.453,-75.6507,83.07,70.0,91.0,1.45,CO,1717444256.0
403,karratha,-20.7377,116.8463,65.62,38.0,0.0,14.23,AU,1717444289.0
404,lorengau,-2.0226,147.2712,82.56,75.0,61.0,8.34,PG,1717444289.0
405,sarishabari,24.7333,89.8333,79.11,84.0,100.0,16.78,BD,1717444289.0
406,gadzhiyevo,69.2551,33.3362,53.55,85.0,4.0,5.73,RU,1717444289.0
407,sambava,-14.2667,50.1667,72.9,84.0,18.0,15.21,MG,1717444289.0
408,portland,45.5234,-122.6762,63.64,68.0,75.0,13.8,US,1717444214.0
409,harstad,68.799,16.5293,51.8,79.0,100.0,5.01,NO,1717444290.0
410,yigo village,13.5361,144.8886,80.89,85.0,75.0,5.75,GU,1717444290.0
411,cumaribo,,,,,,,,
412,ouarzazat,30.9189,-6.8934,82.69,23.0,40.0,16.11,MA,1717444290.0
413,zhanaozen,43.3,52.8,78.44,29.0,30.0,8.46,KZ,1717444290.0
414,kununurra,-15.7667,128.7333,71.58,94.0,100.0,4.61,AU,1717444101.0
415,prince george,53.9166,-122.753,54.84,86.0,100.0,10.36,CA,1717444275.0
416,djibouti,11.5,42.5,86.86,41.0,4.0,8.81,DJ,1717444290.0
417,carnot,4.9409,15.8665,75.47,82.0,34.0,3.31,CF,1717444290.0
418,severoural'sk,60.1533,59.952,46.98,98.0,100.0,2.77,RU,1717444291.0
419,mehtar lam,34.6714,70.2094,83.77,18.0,0.0,9.31,AF,1717444291.0
420,swift current,50.2834,-107.8014,63.41,72.0,40.0,19.57,CA,1717444210.0
421,richards bay,-28.783,32.0377,63.52,67.0,73.0,12.17,ZA,1717444291.0
422,morondava,-20.2833,44.2833,74.71,73.0,1.0,6.2,MG,1717444291.0
423,ambalangoda,6.2355,80.0538,79.61,87.0,94.0,7.78,LK,1717444291.0
424,serdar,38.9764,56.2757,76.87,45.0,0.0,8.08,TM,1717444291.0
425,luanda,-8.8368,13.2343,75.2,83.0,75.0,9.22,AO,1717444004.0
426,valle de la pascua,9.2155,-66.0073,85.82,59.0,94.0,7.9,VE,1717444291.0
427,fredericton,45.9454,-66.6656,67.42,64.0,75.0,12.66,CA,1717444291.0
428,lompoc,34.6391,-120.4579,80.78,70.0,0.0,7.0,US,1717444292.0
429,koungou,-12.7336,45.2042,78.51,83.0,100.0,6.91,YT,1717444292.0
430,yarmouth,41.7057,-70.2286,79.14,71.0,0.0,13.0,US,1717444268.0
431,arica,-18.475,-70.3042,72.95,59.0,0.0,9.22,CL,1717444166.0
432,bata,1.8639,9.7658,78.73,85.0,98.0,8.77,GQ,1717444292.0
433,menaka,15.9182,2.4022,102.87,17.0,17.0,4.92,ML,1717444292.0
434,santa ana,33.7456,-117.8678,70.57,80.0,100.0,5.75,US,1717444292.0
435,tutong,4.8,114.65,78.89,92.0,100.0,4.21,BN,1717444292.0
436,harper,4.375,-7.7169,78.06,90.0,100.0,7.45,LR,1717444292.0
437,luena,-11.7833,19.9167,71.78,35.0,2.0,4.61,AO,1717444292.0
438,itamaraca,-7.7478,-34.8256,82.45,87.0,95.0,8.16,BR,1717444293.0
439,balimila,18.25,82.1333,80.78,70.0,100.0,0.89,IN,1717444293.0
440,dryden,49.7833,-92.7503,62.89,82.0,100.0,6.91,CA,1717444093.0
441,sombrerete,23.6333,-103.65,85.42,8.0,2.0,15.05,MX,1717444293.0
442,coahuayana de hidalgo,18.7,-103.6583,91.26,37.0,41.0,8.72,MX,1717444293.0
443,conception bay south,47.4999,-52.9981,50.04,98.0,100.0,8.39,CA,1717444293.0
444,valenca,-13.3703,-39.0731,73.72,91.0,50.0,4.59,BR,1717444293.0
445,am timan,11.0297,20.2827,97.39,18.0,68.0,5.57,TD,1717444293.0
446,iskateley,67.6803,53.1512,38.01,78.0,100.0,4.0,RU,1717444293.0
447,boende,-0.2167,20.8667,74.07,97.0,15.0,2.59,CD,1717444119.0
448,fuvahmulah,,,,,,,,
449,beli,7.8587,10.9719,79.63,83.0,74.0,3.49,NG,1717444294.0
450,enewetak,11.3474,162.3373,81.99,80.0,100.0,14.52,MH,1717444294.0
451,carbonear,47.7332,-53.2148,50.74,98.0,100.0,12.21,CA,1717444294.0
452,bantay,17.5847,120.3892,82.6,75.0,100.0,1.88,PH,1717444294.0
453,kerikeri,-35.2268,173.9474,47.91,94.0,100.0,0.36,NZ,1717444294.0
454,lobujya,27.95,86.8167,21.92,95.0,85.0,2.1,NP,1717444294.0
455,valparaiso,-33.0393,-71.6273,60.13,79.0,100.0,3.44,CL,1717444002.0
456,acarau,-2.8856,-40.12,81.09,83.0,10.0,10.4,BR,1717444294.0
457,arvayheer,46.2639,102.775,53.01,47.0,100.0,1.97,MN,1717444295.0
458,mathba,22.2855,89.9629,83.46,86.0,97.0,10.42,BD,1717444295.0
459,la passe,45.5549,-0.8967,70.03,79.0,11.0,8.25,FR,1717444295.0
460,yerofey pavlovich,53.9667,121.9667,44.15,77.0,93.0,3.13,RU,1717444295.0
461,susuman,62.7833,148.1667,48.97,51.0,7.0,1.99,RU,1717444295.0
462,klaksvik,62.2266,-6.589,45.52,72.0,78.0,12.39,FO,1717444295.0
463,dolinsk,47.35,142.8,46.72,96.0,100.0,5.03,RU,1717444295.0
464,lang suan,9.9456,99.0785,79.05,86.0,100.0,4.21,TH,1717444295.0
465,bada,51.392,109.8717,51.51,93.0,100.0,1.05,RU,1717444295.0
466,narail,23.1667,89.5,82.83,86.0,47.0,7.11,BD,1717444296.0
467,uturoa,-16.7333,-151.4333,79.3,77.0,100.0,8.7,PF,1717444296.0
468,jimeta,9.2833,12.4667,89.49,50.0,100.0,5.21,NG,1717444296.0
469,tamanrasset,22.785,5.5228,91.31,9.0,40.0,8.05,DZ,1717444296.0
470,los altos,37.3852,-122.1141,76.55,69.0,0.0,16.11,US,1717444296.0
471,pangoa,-12.1167,-73.0,83.44,52.0,58.0,4.23,PE,1717444296.0
472,dali,25.7,100.1833,62.76,94.0,27.0,5.46,CN,1717444296.0
473,wynyard,-41.0,145.7167,53.19,85.0,89.0,7.36,AU,1717444296.0
474,duncan town,,,,,,,,
475,butterworth,5.3991,100.3638,82.45,83.0,20.0,1.14,MY,1717444297.0
476,copiapo,-27.3667,-70.3333,58.69,38.0,100.0,6.38,CL,1717444029.0
477,vallenar,-28.5708,-70.7581,70.39,45.0,100.0,1.72,CL,1717444297.0
478,chibougamau,49.9168,-74.3659,78.42,34.0,20.0,8.05,CA,1717444038.0
479,yilan,24.757,121.753,77.97,79.0,78.0,2.66,TW,1717444297.0
480,flying fish cove,-10.4217,105.6791,80.28,89.0,100.0,10.36,CX,1717444297.0
481,wewak,-3.5534,143.6268,78.22,88.0,86.0,5.08,PG,1717444297.0
482,porto novo,6.4965,2.6036,84.02,81.0,24.0,7.96,BJ,1717444297.0
483,pinos puente,37.2511,-3.7497,75.29,46.0,20.0,6.91,ES,1717444297.0
484,mancio lima,-7.6142,-72.8958,86.07,62.0,75.0,4.61,BR,1717444297.0
485,rawlins,41.7911,-107.2387,73.29,25.0,75.0,28.77,US,1717444210.0
486,saynshand,44.8824,110.1163,66.02,41.0,97.0,2.39,MN,1717444298.0
487,sao joao da barra,-21.6403,-41.0511,80.69,84.0,0.0,11.39,BR,1717444298.0
488,illizi,26.4833,8.4667,96.6,24.0,99.0,27.02,DZ,1717444298.0
489,pukchil-lodongjagu,40.2019,125.7483,51.75,82.0,3.0,3.31,KP,1717444298.0
490,mundri,-6.9558,111.71,74.91,86.0,94.0,4.14,ID,1717444298.0
491,fale old settlement,-9.3852,-171.2468,83.71,77.0,100.0,13.31,TK,1717444298.0
492,manda,-10.4667,34.5833,73.6,75.0,71.0,3.44,TZ,1717444298.0
493,pemangkat,1.1667,108.9667,78.06,88.0,99.0,6.29,ID,1717444298.0
494,vryburg,-26.9566,24.7284,39.2,60.0,1.0,8.28,ZA,1717444298.0
495,cajabamba,-7.6167,-78.05,72.72,20.0,30.0,6.33,PE,1717444299.0
496,oberstdorf,47.4,10.2833,53.46,95.0,100.0,1.68,DE,1717444299.0
497,naze,28.3667,129.4833,70.72,74.0,0.0,9.84,JP,1717444299.0
498,yagry,,,,,,,,
499,agadez,19.75,10.25,95.29,12.0,4.0,2.33,NE,1717444299.0
500,orlov,58.5395,48.8917,66.25,90.0,50.0,4.63,RU,1717444299.0
501,balykchy,42.4557,76.1861,53.82,66.0,100.0,5.08,KG,1717444299.0
502,mhamid,29.82,-5.72,96.48,8.0,9.0,6.35,MA,1717444299.0
503,papao,-17.75,-149.55,83.88,74.0,100.0,10.74,PF,1717444300.0
504,visaginas,55.6,26.4167,58.08,96.0,35.0,5.57,LT,1717444300.0
505,kasongo-lunda,-6.4667,16.8167,76.77,66.0,23.0,1.28,CD,1717444300.0
506,palmeira das missoes,-27.8994,-53.3136,52.09,96.0,100.0,12.1,BR,1717444300.0
507,tadine,-21.55,167.8833,73.76,86.0,77.0,8.55,NC,1717444300.0
508,ulsan,35.5372,129.3167,61.14,69.0,100.0,9.66,KR,1717444224.0
509,bardai,11.65,7.2333,81.41,50.0,100.0,7.67,NG,1717444300.0
510,severnoye,56.3491,78.3619,43.75,96.0,100.0,15.05,RU,1717444300.0
511,acapulco de juarez,16.8634,-99.8901,87.62,70.0,0.0,12.66,MX,1717444300.0
512,urangan,-25.3,152.9,53.2,77.0,98.0,3.0,AU,1717444300.0
513,punta cardon,11.6581,-70.215,85.23,73.0,100.0,8.23,VE,1717444301.0
514,slave lake,55.2834,-114.769,49.98,87.0,100.0,9.22,CA,1717444301.0
515,maumere,-8.6199,122.2111,78.49,86.0,99.0,7.9,ID,1717444301.0
516,kultali,,,,,,,,
517,auki,-8.7676,160.7034,77.25,89.0,19.0,3.06,SB,1717444301.0
518,cowra,-33.8333,148.6833,37.45,91.0,92.0,1.74,AU,1717444301.0
519,chonchi,-42.6128,-73.8092,50.13,80.0,100.0,6.24,CL,1717444111.0
520,galliano,29.4422,-90.2992,91.0,58.0,40.0,9.22,US,1717444301.0
521,togur,58.3631,82.8265,42.15,84.0,100.0,4.0,RU,1717444301.0
522,sept-iles,50.2001,-66.3821,59.52,82.0,75.0,12.66,CA,1717444301.0
523,corn island,12.1694,-83.0418,84.2,75.0,100.0,9.95,NI,1717444302.0
524,guanica,17.9716,-66.908,87.39,79.0,100.0,16.55,PR,1717444302.0
525,canutama,-6.5339,-64.3831,87.28,60.0,100.0,4.03,BR,1717444302.0
526,calderitas,18.55,-88.25,88.74,61.0,43.0,12.48,MX,1717444302.0
527,kargasok,59.0556,80.8572,42.96,59.0,21.0,4.0,RU,1717444302.0
528,mili,6.0815,171.735,82.71,79.0,95.0,12.1,MH,1717444302.0
529,boguchany,58.3814,97.4531,47.86,88.0,100.0,3.0,RU,1717444302.0
530,sergeyevka,53.88,67.4158,57.87,89.0,100.0,2.46,KZ,1717444302.0
531,qal'at bishah,,,,,,,,
532,happy valley-goose bay,53.3168,-60.3315,71.91,60.0,75.0,2.3,CA,1717444303.0
533,luau,-10.7073,22.2247,68.88,33.0,0.0,2.33,AO,1717444303.0
534,kruisfontein,-34.0033,24.7314,54.88,87.0,100.0,8.08,ZA,1717444303.0
535,carlsbad,33.1581,-117.3506,78.82,72.0,100.0,9.22,US,1717444004.0
536,nizhneudinsk,54.9076,99.0276,51.53,83.0,100.0,8.79,RU,1717444303.0
537,manokwari,-0.8667,134.0833,78.67,80.0,100.0,4.14,ID,1717444303.0
538,taman rajawali,,,,,,,,
539,essaouira,31.5125,-9.77,69.3,73.0,40.0,11.5,MA,1717444303.0
540,natal,-5.795,-35.2094,84.85,74.0,40.0,12.66,BR,1717444258.0
541,guiberoua,6.2392,-6.1727,74.23,97.0,100.0,2.91,CI,1717444304.0
542,'ohonua,,,,,,,,
543,ghadamis,30.1337,9.5007,91.63,20.0,5.0,16.06,LY,1717444304.0
544,greymouth,-42.4667,171.2,37.76,84.0,83.0,7.2,NZ,1717444304.0
545,kavaratti,10.5669,72.642,84.07,82.0,100.0,9.66,IN,1717444304.0
546,phayakkhaphum phisai,15.5163,103.1937,85.41,68.0,76.0,10.22,TH,1717444304.0
547,sormiou,,,,,,,,
548,winnemucca,40.973,-117.7357,73.45,35.0,75.0,19.57,US,1717444304.0
549,pudozh,61.8099,36.5345,60.94,97.0,30.0,4.0,RU,1717444305.0
550,vegreville,53.5001,-112.0518,54.3,96.0,100.0,19.57,CA,1717444284.0
551,mana,5.6592,-53.7767,82.17,82.0,34.0,10.58,GF,1717444305.0
552,nogliki,51.8333,143.1667,39.34,93.0,96.0,7.0,RU,1717444305.0
553,vilcun,-38.65,-72.2333,52.54,78.0,100.0,7.67,CL,1717444305.0
554,karungdong,5.8844,121.263,81.05,83.0,99.0,2.62,PH,1717444305.0
555,jaciara,-15.9653,-54.9683,89.58,26.0,2.0,6.51,BR,1717444305.0
556,lichuan,30.3,108.85,51.58,98.0,100.0,2.21,CN,1717444305.0
557,alupka,44.4167,34.05,70.45,64.0,3.0,2.51,UA,1717444305.0
558,ras gharib,,,,,,,,
559,manicore,-5.8092,-61.3003,80.42,89.0,100.0,3.09,BR,1717444306.0
560,deoli,25.75,75.3833,95.81,26.0,0.0,11.39,IN,1717444306.0
561,northam,51.0333,-4.2167,59.4,88.0,10.0,5.73,GB,1717444306.0
562,ulladulla,-35.35,150.4667,41.77,80.0,55.0,6.04,AU,1717444306.0
563,faya-largeau,17.9257,19.1043,100.11,10.0,0.0,8.9,TD,1717444306.0
564,pionerskiy,54.9508,20.2275,57.04,81.0,0.0,19.28,RU,1717444306.0
565,acajutla,13.5928,-89.8275,87.03,68.0,100.0,6.42,SV,1717444306.0
566,agdas,40.65,47.4761,74.86,42.0,92.0,7.23,AZ,1717444306.0
567,muisne,0.6,-80.0333,79.07,85.0,95.0,14.09,EC,1717444306.0
568,payyannur,12.1,75.2,79.97,88.0,100.0,0.94,IN,1717444307.0
569,mount isa,-20.7333,139.5,42.57,93.0,0.0,0.0,AU,1717444307.0
570,churapcha,62.0025,132.4325,50.59,69.0,6.0,11.43,RU,1717444307.0
571,lagoa,39.05,-27.9833,65.66,72.0,30.0,3.27,PT,1717444307.0
572,chinampa de gorostiza,21.3667,-97.7333,109.74,19.0,54.0,11.95,MX,1717444307.0
573,canto do buriti,-8.11,-42.9444,91.09,30.0,19.0,9.95,BR,1717444307.0
574,emirdag,39.0197,31.15,73.22,38.0,17.0,4.09,TR,1717444307.0
575,old town,50.087,14.4202,59.2,82.0,75.0,11.99,CZ,1717444307.0
576,nosy varika,-20.5833,48.5333,69.22,84.0,61.0,2.51,MG,1717444307.0
577,fortuna,40.5982,-124.1573,64.92,89.0,100.0,9.22,US,1717444307.0
578,sao gabriel da cachoeira,-0.1303,-67.0892,82.2,83.0,100.0,3.44,BR,1717444308.0
579,mongo,12.1844,18.693,95.59,18.0,4.0,4.12,TD,1717444308.0
580,chernyshevskiy,63.0128,112.4714,48.7,83.0,100.0,1.7,RU,1717444308.0
581,bargara,,,,,,,,
582,sultanah,24.4926,39.5857,104.45,7.0,0.0,10.36,SA,1717444308.0
583,mount pearl,47.5166,-52.7813,49.44,98.0,100.0,13.8,CA,1717444308.0
584,rabigh,22.7986,39.0349,85.75,60.0,0.0,3.89,SA,1717444308.0
585,bela vista de goias,-16.9728,-48.9533,83.55,36.0,17.0,0.87,BR,1717444308.0
586,kouroussa,10.65,-9.8833,82.67,60.0,82.0,11.65,GN,1717444308.0
587,island harbour,50.724,-1.2758,68.32,72.0,100.0,1.01,GB,1717444309.0
588,bubaque,11.2833,-15.8333,80.17,78.0,100.0,15.14,GW,1717444309.0
589,new norfolk,-42.7826,147.0587,49.71,98.0,67.0,2.06,AU,1717444309.0
590,mersa matruh,31.3525,27.2453,77.2,69.0,0.0,6.91,EG,1717444213.0
591,embrun,44.5639,6.4953,52.29,92.0,93.0,0.36,FR,1717444309.0
592,port blair,11.6667,92.75,82.44,89.0,40.0,4.61,IN,1717444309.0
593,tofol,5.3248,163.0078,82.08,77.0,100.0,10.38,FM,1717444309.0
594,encantado,-29.2361,-51.8697,54.61,100.0,100.0,2.95,BR,1717444309.0
595,gaillac,43.9016,1.8969,68.95,86.0,0.0,4.92,FR,1717444309.0
596,mocimboa,-11.3167,40.35,74.91,87.0,35.0,1.7,MZ,1717444310.0
597,i-n-salah,27.1935,2.4607,95.0,10.0,17.0,4.52,DZ,1717444310.0
598,dowlatabad,32.7998,51.6955,78.48,21.0,0.0,4.61,IR,1717444310.0
599,chinde,26.8418,88.0763,64.96,87.0,27.0,4.74,NP,1717444310.0
600,vorkuta,67.5,64.0,20.1,98.0,100.0,1.99,RU,1717444133.0
